SLONCOL,SLATCOL,ELONCOL,ELATCOL,VehicleNum
78,22,65,19,1
78,22,65,20,1
78,22,67,22,1
78,22,67,23,1
78,22,68,21,1
78,22,68,26,1
78,22,69,23,1
78,22,70,20,1
78,22,70,22,1
78,22,70,23,1
78,22,70,24,1
78,22,71,20,1
78,22,71,26,1
78,22,71,27,1
78,22,71,28,1
72,24,66,47,1
72,24,66,46,1
78,22,71,29,1
78,22,63,45,1
78,22,63,29,1
78,22,59,40,1
78,22,63,23,1
78,22,60,14,1
72,24,70,20,1
78,22,60,21,1
78,22,60,23,1
78,22,60,27,1
78,22,60,33,1
78,22,60,35,1
78,22,61,15,1
78,22,61,16,1
78,22,61,21,1
78,22,61,22,1
78,22,61,27,1
78,22,61,33,1
78,22,62,14,1
78,22,62,18,1
78,22,62,40,1
72,24,68,28,1
78,22,62,46,1
78,22,63,15,1
78,22,63,16,1
78,22,63,20,1
78,22,30,26,1
78,22,30,14,1
78,22,29,13,1
78,21,60,20,1
78,21,61,17,1
78,21,61,20,1
78,21,62,18,1
78,21,62,23,1
78,21,62,27,1
78,21,63,16,1
72,24,75,19,1
72,24,74,38,1
72,24,74,37,1
72,24,74,36,1
72,24,74,35,1
78,21,64,17,1
78,21,64,20,1
78,21,66,17,1
78,21,67,19,1
72,24,74,27,1
78,21,67,20,1
78,21,70,20,1
78,21,70,26,1
78,21,71,21,1
78,21,71,22,1
78,21,61,15,1
72,24,75,32,1
78,21,71,29,1
78,21,60,19,1
77,57,76,46,1
77,57,78,35,1
77,57,79,54,1
77,57,80,60,1
72,24,76,42,1
72,24,76,34,1
77,57,81,39,1
77,57,82,54,1
77,57,83,60,1
77,60,79,60,1
77,66,79,60,1
78,11,81,39,1
78,21,33,19,1
78,21,34,13,1
78,21,34,18,1
78,21,48,21,1
78,21,55,19,1
78,21,56,20,1
72,24,75,34,1
72,24,75,33,1
78,21,60,17,1
78,21,71,24,1
78,21,72,20,1
78,22,27,37,1
78,21,78,28,1
78,21,79,23,1
78,21,79,24,1
78,21,79,25,1
78,21,79,30,1
78,21,81,23,1
78,21,81,24,1
78,21,84,36,1
78,21,85,25,1
78,21,85,27,1
72,24,72,30,1
78,21,87,25,1
78,21,89,33,1
78,21,98,25,1
78,21,99,26,1
78,21,99,59,1
78,21,102,27,1
78,21,113,33,1
78,22,19,71,1
78,22,26,26,1
78,22,26,30,1
78,22,27,29,1
78,21,79,22,1
78,21,78,27,1
78,21,72,21,1
78,21,77,34,1
78,21,72,22,1
72,24,73,39,1
72,24,73,37,1
72,24,73,36,1
72,24,73,33,1
78,21,72,24,1
72,24,73,30,1
78,21,72,25,1
78,21,73,20,1
78,21,73,25,1
78,21,73,30,1
78,21,74,23,1
78,21,74,29,1
78,21,74,30,1
78,21,75,19,1
78,21,75,24,1
78,21,75,25,1
78,21,75,26,1
78,21,75,33,1
78,21,76,28,1
78,21,77,25,1
77,43,80,37,1
77,43,79,40,1
72,26,59,22,1
77,40,74,36,1
77,40,72,36,1
77,40,72,39,1
77,40,73,31,1
77,40,73,32,1
77,40,73,33,1
77,40,73,38,1
72,25,77,43,1
72,25,77,40,1
77,40,73,49,1
77,40,74,35,1
77,40,74,39,1
77,38,106,62,1
77,40,74,46,1
72,25,77,28,1
72,25,77,27,1
72,25,77,26,1
77,40,75,29,1
77,40,75,34,1
77,40,75,36,1
77,40,75,37,1
77,40,75,44,1
77,40,75,54,1
77,40,71,44,1
77,40,71,40,1
77,40,70,26,1
72,25,78,31,1
77,39,73,40,1
77,39,77,42,1
77,39,79,37,1
77,40,12,40,1
72,25,79,27,1
77,40,44,27,1
77,40,48,31,1
77,40,49,17,1
77,40,59,41,1
77,40,60,15,1
77,40,60,34,1
77,40,61,49,1
72,25,79,24,1
77,40,62,20,1
77,40,62,39,1
77,40,62,40,1
77,40,62,45,1
77,40,62,47,1
77,40,66,40,1
77,40,69,41,1
77,40,70,21,1
77,40,76,21,1
77,40,76,28,1
72,25,76,44,1
77,41,64,41,1
77,41,72,32,1
72,25,75,40,1
77,41,72,38,1
77,41,73,37,1
77,41,73,38,1
77,41,73,40,1
77,41,73,41,1
72,25,75,33,1
77,41,74,33,1
72,25,75,32,1
72,25,75,31,1
77,41,74,36,1
72,25,75,30,1
77,41,74,39,1
77,41,74,47,1
77,41,75,33,1
72,25,75,28,1
77,41,75,36,1
77,41,75,49,1
77,41,76,38,1
77,41,76,39,1
72,25,76,20,1
77,41,63,46,1
77,40,76,43,1
77,41,61,34,1
77,40,76,56,1
77,40,77,37,1
77,40,77,42,1
77,40,78,34,1
72,25,76,32,1
77,40,79,38,1
77,40,79,39,1
77,40,80,35,1
77,40,80,41,1
77,40,81,39,1
77,40,81,41,1
77,40,81,45,1
77,40,82,40,1
77,40,86,44,1
77,40,89,43,1
77,40,95,54,1
77,40,101,48,1
77,41,35,46,1
77,41,55,21,1
77,41,58,44,1
77,41,60,34,1
77,39,18,39,1
72,25,79,31,1
77,43,79,38,1
72,26,38,13,1
72,26,47,24,1
72,26,45,31,1
72,26,45,25,1
72,26,43,26,1
72,26,43,19,1
72,26,40,16,1
72,26,39,19,1
72,26,38,21,1
72,26,38,20,1
72,26,38,16,1
77,38,77,22,1
77,38,92,48,1
72,26,37,17,1
72,26,36,20,1
72,26,35,19,1
72,26,34,16,1
77,38,77,35,1
72,25,113,35,1
72,25,113,33,1
72,25,106,32,1
72,25,103,32,1
72,25,102,33,1
77,38,76,44,1
72,26,47,25,1
72,26,48,18,1
72,26,49,20,1
72,26,59,16,1
72,26,58,39,1
72,26,58,26,1
77,38,76,29,1
72,26,58,18,1
72,26,58,17,1
72,26,57,36,1
72,26,57,19,1
72,26,57,17,1
72,26,56,50,1
77,38,76,38,1
72,26,56,20,1
72,26,55,21,1
72,26,55,20,1
77,38,76,39,1
72,26,54,18,1
72,26,53,27,1
72,26,52,23,1
72,26,52,20,1
72,26,51,48,1
72,26,49,21,1
72,25,100,61,1
72,25,100,26,1
77,38,77,39,1
77,38,80,24,1
77,38,80,35,1
77,38,80,39,1
72,25,81,21,1
72,25,80,40,1
72,25,80,39,1
77,38,81,36,1
72,25,80,36,1
72,25,80,31,1
72,25,80,27,1
77,38,82,45,1
77,38,83,41,1
77,38,84,36,1
72,25,80,24,1
77,38,85,41,1
72,25,79,40,1
72,25,79,39,1
72,25,79,38,1
77,38,86,42,1
77,38,90,42,1
77,38,92,46,1
72,25,79,35,1
77,38,80,29,1
72,25,81,37,1
72,25,98,57,1
77,38,79,41,1
77,38,77,40,1
72,25,92,44,1
77,38,77,42,1
72,25,90,24,1
77,38,78,32,1
72,25,89,45,1
72,25,89,25,1
77,38,78,36,1
72,25,86,35,1
72,25,86,34,1
77,38,79,27,1
77,38,79,28,1
72,25,84,39,1
77,38,79,38,1
72,25,84,36,1
72,25,84,25,1
72,25,83,41,1
72,25,83,26,1
72,25,82,24,1
72,25,82,22,1
77,38,79,40,1
77,41,76,42,1
77,41,76,45,1
77,41,76,46,1
77,42,81,46,1
72,25,62,30,1
72,25,62,29,1
77,42,80,37,1
72,25,62,23,1
77,42,81,24,1
77,42,81,36,1
72,25,62,19,1
77,42,81,40,1
77,42,81,41,1
77,42,81,45,1
77,42,82,39,1
77,41,76,52,1
77,42,82,42,1
72,25,61,35,1
72,25,61,33,1
72,25,61,27,1
77,42,83,36,1
77,42,83,37,1
77,42,83,40,1
77,42,83,41,1
72,25,61,23,1
77,42,84,40,1
72,25,62,42,1
77,42,80,35,1
77,42,79,54,1
72,25,62,47,1
77,42,76,53,1
77,42,76,56,1
77,42,76,58,1
72,25,64,52,1
72,25,64,42,1
72,25,64,28,1
77,42,77,37,1
72,25,64,25,1
77,42,77,38,1
77,42,77,43,1
77,42,77,46,1
77,42,78,24,1
72,25,64,18,1
72,25,64,17,1
72,25,63,27,1
77,42,78,41,1
77,42,79,23,1
72,25,63,21,1
77,42,79,27,1
77,42,79,29,1
72,25,63,15,1
77,42,85,26,1
77,42,86,35,1
77,42,86,42,1
72,25,59,37,1
72,25,59,25,1
77,43,73,36,1
77,43,73,41,1
77,43,74,19,1
77,43,74,36,1
77,43,74,38,1
77,43,74,40,1
72,25,59,19,1
77,43,74,46,1
72,25,59,18,1
77,43,75,36,1
77,43,75,44,1
77,43,75,45,1
77,43,76,27,1
77,43,76,36,1
72,25,59,16,1
72,25,58,50,1
72,25,58,38,1
77,43,76,44,1
77,43,77,32,1
77,43,77,35,1
77,43,73,29,1
77,43,72,47,1
77,42,87,45,1
77,43,67,44,1
72,25,61,17,1
72,25,61,16,1
77,42,88,42,1
77,42,90,43,1
77,42,97,63,1
77,42,98,59,1
72,25,61,15,1
72,25,60,41,1
72,25,60,38,1
72,25,60,37,1
72,25,60,35,1
72,25,60,33,1
77,42,102,64,1
72,25,60,27,1
77,42,107,63,1
77,43,57,41,1
72,25,60,26,1
77,43,60,53,1
77,43,65,17,1
72,25,60,23,1
72,25,60,21,1
77,42,76,48,1
72,25,65,25,1
77,42,76,46,1
77,42,40,23,1
77,42,54,42,1
77,42,55,42,1
77,42,55,46,1
77,42,56,35,1
77,42,56,36,1
77,42,56,38,1
77,42,56,50,1
77,42,57,37,1
77,42,57,39,1
77,42,57,50,1
72,25,72,38,1
77,42,58,17,1
77,42,59,21,1
77,42,59,32,1
77,42,60,26,1
72,25,72,30,1
72,25,72,29,1
77,42,60,42,1
72,25,72,27,1
77,42,61,26,1
77,42,63,38,1
77,42,51,46,1
77,42,31,64,1
72,25,71,37,1
77,42,28,31,1
77,41,77,21,1
77,41,77,36,1
77,41,77,42,1
77,41,78,35,1
77,41,78,40,1
77,41,79,35,1
77,41,79,36,1
77,41,79,39,1
77,41,79,41,1
77,41,80,38,1
77,41,81,39,1
72,25,73,40,1
72,25,73,37,1
77,41,82,36,1
77,41,82,45,1
77,41,83,39,1
77,41,84,26,1
72,25,73,30,1
72,25,73,29,1
77,41,84,41,1
77,41,89,43,1
72,25,71,45,1
77,42,63,43,1
72,25,65,27,1
77,42,73,32,1
77,42,73,37,1
77,42,73,40,1
77,42,73,49,1
77,42,74,30,1
77,42,74,38,1
77,42,74,51,1
77,42,75,21,1
77,42,75,26,1
72,25,67,23,1
77,42,75,31,1
77,42,75,36,1
77,42,75,37,1
77,42,75,45,1
72,25,66,55,1
77,42,75,50,1
77,42,75,52,1
77,42,75,53,1
77,42,76,22,1
77,42,76,29,1
77,42,76,45,1
72,25,65,63,1
77,42,73,34,1
77,42,73,31,1
77,42,63,46,1
77,42,73,22,1
77,42,65,28,1
77,42,65,39,1
77,42,65,46,1
77,42,66,42,1
77,42,66,45,1
77,42,67,40,1
77,42,67,41,1
77,42,67,44,1
72,25,70,28,1
77,42,68,44,1
77,42,69,23,1
77,42,70,27,1
77,42,71,26,1
77,42,71,35,1
77,42,71,44,1
77,42,71,45,1
72,25,69,28,1
77,42,71,47,1
77,42,72,22,1
77,42,72,39,1
77,42,72,47,1
72,21,34,12,1
72,21,34,9,1
72,21,33,19,1
78,59,87,61,1
71,25,47,23,1
71,25,47,20,1
71,25,46,54,1
71,25,46,25,1
78,59,85,58,1
71,25,46,23,1
71,25,46,21,1
71,25,46,20,1
71,25,45,25,1
71,25,44,24,1
71,25,44,19,1
71,25,56,33,1
78,60,68,57,1
78,64,79,60,1
71,25,43,20,1
71,25,41,29,1
78,66,69,63,1
71,25,40,30,1
78,66,80,67,1
71,25,40,28,1
71,25,40,18,1
78,66,134,37,1
71,25,47,25,1
71,25,47,32,1
78,59,84,60,1
71,25,49,17,1
78,57,81,53,1
78,58,72,55,1
71,25,56,18,1
71,25,56,17,1
71,25,55,24,1
78,58,78,54,1
78,58,79,60,1
78,58,85,59,1
71,25,54,19,1
71,25,53,23,1
71,25,52,24,1
78,58,91,62,1
71,25,52,22,1
71,25,52,20,1
78,59,75,51,1
78,59,77,55,1
71,25,50,48,1
71,25,50,31,1
71,25,49,52,1
71,25,49,20,1
71,25,49,18,1
79,20,66,18,1
79,21,62,18,1
79,21,63,46,1
79,21,79,23,1
79,21,80,22,1
79,21,81,24,1
79,21,82,24,1
79,21,83,25,1
79,21,105,31,1
79,21,107,31,1
71,25,34,18,1
79,22,22,28,1
71,25,34,15,1
79,22,26,27,1
79,22,35,28,1
71,25,34,11,1
71,25,33,20,1
79,22,37,22,1
79,22,45,20,1
79,22,54,24,1
71,25,33,17,1
79,22,55,46,1
71,25,33,16,1
71,25,33,12,1
79,22,56,21,1
79,21,79,30,1
71,25,35,17,1
71,25,39,21,1
71,25,35,18,1
71,25,37,30,1
79,21,68,20,1
79,21,69,25,1
79,21,72,24,1
79,21,72,25,1
79,21,74,22,1
71,25,37,17,1
71,25,37,10,1
71,25,36,25,1
79,21,74,30,1
79,21,75,20,1
79,21,75,21,1
71,25,36,23,1
71,25,36,11,1
71,25,36,8,1
79,21,76,22,1
79,21,77,25,1
79,21,77,29,1
79,21,78,23,1
79,21,78,36,1
71,25,35,19,1
71,25,56,21,1
71,25,56,36,1
78,53,71,36,1
78,55,49,20,1
78,54,78,52,1
78,54,78,53,1
71,25,61,23,1
78,54,81,41,1
78,54,81,50,1
78,54,81,51,1
78,54,82,41,1
78,54,91,45,1
78,54,101,57,1
71,25,61,19,1
78,55,58,58,1
78,57,81,52,1
78,55,77,23,1
71,25,61,17,1
78,56,63,61,1
71,25,61,16,1
71,25,61,14,1
71,25,61,13,1
78,56,74,49,1
78,56,75,50,1
71,25,60,41,1
71,25,60,39,1
78,54,78,43,1
78,54,78,42,1
78,54,76,47,1
71,25,61,33,1
78,53,74,36,1
71,25,62,31,1
78,53,75,48,1
78,53,75,52,1
78,53,76,50,1
78,53,76,51,1
78,53,77,42,1
78,53,77,53,1
78,53,77,56,1
78,53,80,51,1
71,25,62,23,1
78,53,82,52,1
78,54,12,40,1
78,54,56,43,1
78,54,57,49,1
78,54,58,42,1
78,54,73,55,1
78,54,73,56,1
78,54,76,36,1
71,25,61,39,1
78,54,76,37,1
78,56,75,53,1
78,56,76,52,1
78,56,77,56,1
71,25,58,35,1
78,57,72,40,1
71,25,58,21,1
71,25,58,18,1
78,57,76,56,1
78,57,77,55,1
71,25,57,48,1
71,25,57,47,1
71,25,57,45,1
71,25,57,40,1
71,25,57,36,1
71,25,57,27,1
78,57,79,54,1
78,57,79,60,1
71,25,57,18,1
71,25,57,17,1
71,25,57,16,1
71,25,56,41,1
78,57,80,53,1
71,25,56,40,1
78,57,81,45,1
71,25,56,38,1
71,25,58,27,1
71,25,58,36,1
78,56,78,45,1
71,25,58,39,1
71,25,60,20,1
71,25,60,19,1
78,56,80,45,1
78,56,81,53,1
71,25,59,45,1
71,25,59,36,1
71,25,59,35,1
78,56,83,46,1
71,25,59,33,1
71,25,59,27,1
71,25,59,24,1
71,25,59,23,1
71,25,59,22,1
71,25,59,21,1
78,56,97,57,1
71,25,59,18,1
78,57,26,32,1
78,57,63,61,1
71,25,58,64,1
71,25,58,46,1
71,25,58,40,1
79,22,57,25,1
79,22,58,18,1
79,22,58,38,1
79,23,37,9,1
79,23,27,27,1
79,23,29,27,1
71,24,73,24,1
79,23,33,8,1
79,23,33,20,1
71,24,73,20,1
79,23,34,20,1
71,24,72,29,1
71,24,72,28,1
79,23,35,16,1
79,23,38,9,1
79,22,59,36,1
79,23,38,17,1
71,24,72,20,1
71,24,71,58,1
71,24,71,42,1
71,24,71,34,1
79,23,38,19,1
79,23,38,23,1
71,24,71,26,1
79,23,41,29,1
79,23,44,21,1
71,24,73,28,1
71,24,73,30,1
79,23,13,40,1
79,23,12,40,1
79,22,81,21,1
79,22,82,36,1
79,22,83,45,1
79,22,84,25,1
71,24,74,43,1
79,22,85,35,1
71,24,74,35,1
71,24,74,34,1
71,24,74,30,1
71,24,74,25,1
79,22,86,35,1
79,22,90,24,1
79,22,95,48,1
79,22,97,23,1
79,22,97,24,1
79,22,100,60,1
71,24,73,38,1
79,22,106,32,1
79,22,107,32,1
71,24,73,34,1
71,24,73,33,1
79,23,46,17,1
79,23,46,23,1
79,23,47,20,1
79,23,58,18,1
71,24,68,19,1
71,24,67,40,1
79,23,58,27,1
71,24,67,24,1
71,24,67,23,1
79,23,58,43,1
79,23,59,18,1
79,23,59,26,1
71,24,67,19,1
79,23,59,27,1
79,23,59,35,1
71,24,66,28,1
79,23,59,36,1
79,23,60,14,1
71,24,66,18,1
71,24,65,27,1
71,24,65,24,1
79,23,60,18,1
79,23,60,19,1
71,24,65,22,1
79,23,60,20,1
79,23,58,26,1
79,23,57,51,1
79,23,50,18,1
79,23,57,37,1
79,23,52,20,1
79,23,53,19,1
79,23,53,22,1
79,23,54,48,1
79,23,55,19,1
79,23,55,20,1
79,23,55,43,1
79,23,55,47,1
79,23,56,19,1
71,24,69,28,1
79,23,56,20,1
71,24,69,25,1
79,23,56,22,1
79,23,56,42,1
79,23,57,18,1
79,23,57,21,1
79,23,57,25,1
71,24,68,27,1
71,24,68,26,1
79,23,57,35,1
71,24,68,24,1
79,22,80,30,1
79,22,80,29,1
79,22,80,21,1
71,25,24,72,1
71,25,24,24,1
79,22,68,20,1
71,25,23,31,1
71,25,22,31,1
79,22,68,22,1
71,25,21,37,1
71,25,21,31,1
71,25,19,71,1
71,25,13,40,1
71,25,13,39,1
71,25,13,37,1
79,22,71,22,1
79,22,72,23,1
79,22,72,25,1
79,22,72,27,1
71,24,117,35,1
71,24,112,35,1
71,24,103,28,1
71,24,102,61,1
71,24,96,24,1
71,24,94,64,1
79,22,67,42,1
79,22,67,22,1
79,22,73,26,1
79,22,67,20,1
79,22,60,17,1
71,25,33,9,1
71,25,30,23,1
79,22,60,19,1
79,22,60,21,1
79,22,62,17,1
79,22,62,20,1
79,22,62,27,1
79,22,63,19,1
79,22,64,16,1
71,25,29,26,1
71,25,28,30,1
71,25,28,3,1
71,25,27,34,1
79,22,64,27,1
79,22,65,16,1
79,22,65,18,1
71,25,26,30,1
79,22,66,20,1
71,25,25,28,1
79,22,66,21,1
71,24,88,26,1
79,22,73,28,1
71,24,75,26,1
71,24,78,24,1
79,22,76,27,1
71,24,78,21,1
71,24,77,38,1
71,24,77,28,1
71,24,77,27,1
79,22,76,30,1
79,22,76,32,1
71,24,77,22,1
71,24,77,21,1
71,24,76,37,1
71,24,76,28,1
71,24,76,26,1
79,22,77,36,1
79,22,77,37,1
79,22,78,25,1
79,22,78,28,1
79,22,79,25,1
79,22,79,26,1
79,22,79,27,1
79,22,79,28,1
79,22,79,30,1
71,24,78,23,1
79,22,76,26,1
71,24,87,25,1
71,24,78,26,1
71,24,85,26,1
71,24,84,35,1
79,22,73,36,1
79,22,73,37,1
79,22,74,18,1
79,22,74,21,1
71,24,83,37,1
71,24,83,26,1
71,24,80,35,1
79,22,74,31,1
79,22,74,34,1
79,22,75,20,1
79,22,75,23,1
71,24,79,40,1
71,24,79,39,1
71,24,79,26,1
71,24,79,23,1
79,22,75,28,1
71,24,78,31,1
71,24,78,29,1
79,22,75,33,1
78,53,71,55,1
78,53,62,58,1
79,23,60,25,1
71,25,81,23,1
78,38,77,34,1
71,25,85,25,1
71,25,84,35,1
71,25,84,27,1
71,25,84,25,1
78,38,77,45,1
78,38,78,26,1
78,38,78,34,1
71,25,82,36,1
71,25,81,24,1
71,25,80,39,1
71,26,32,21,1
71,25,80,38,1
78,38,78,41,1
78,38,78,42,1
78,38,78,57,1
71,25,80,37,1
78,38,79,24,1
78,38,79,26,1
78,38,79,27,1
78,38,79,28,1
78,38,79,29,1
78,38,77,31,1
71,25,86,25,1
78,38,77,29,1
71,25,86,34,1
71,26,25,32,1
71,26,25,28,1
71,26,22,28,1
71,26,17,38,1
78,38,76,52,1
71,25,138,38,1
71,25,117,35,1
71,25,112,34,1
71,25,107,52,1
78,38,77,22,1
71,25,99,25,1
71,25,98,48,1
71,25,98,24,1
71,25,98,22,1
71,25,97,23,1
71,25,96,57,1
71,25,93,48,1
71,25,92,45,1
71,25,90,45,1
71,25,87,43,1
71,25,87,36,1
71,25,79,39,1
71,25,79,38,1
78,38,79,30,1
71,25,78,24,1
78,38,84,26,1
78,38,84,36,1
78,38,84,45,1
78,38,85,26,1
71,25,77,37,1
78,38,87,25,1
71,25,77,31,1
78,38,88,42,1
78,38,88,43,1
71,25,77,28,1
71,25,77,26,1
78,38,89,33,1
78,38,89,42,1
78,38,89,44,1
78,38,90,45,1
78,38,91,44,1
78,38,91,45,1
71,25,76,44,1
71,25,76,40,1
71,25,76,37,1
78,38,95,64,1
78,38,83,45,1
78,38,83,40,1
71,25,79,30,1
71,25,78,25,1
78,38,79,38,1
78,38,79,49,1
78,38,79,53,1
78,38,79,54,1
71,25,79,25,1
78,38,80,23,1
71,25,79,24,1
78,38,80,24,1
78,38,80,34,1
78,38,80,35,1
78,38,81,24,1
78,38,81,35,1
78,38,81,41,1
78,38,81,42,1
71,25,78,35,1
71,25,78,33,1
71,25,78,32,1
78,38,82,35,1
78,38,82,45,1
78,38,83,37,1
78,38,83,38,1
71,26,25,33,1
78,38,76,50,1
78,53,56,25,1
71,26,63,21,1
71,26,65,17,1
78,38,74,47,1
71,26,64,41,1
71,26,64,27,1
71,26,64,24,1
71,26,64,22,1
71,26,64,21,1
78,38,75,23,1
71,26,63,25,1
78,38,75,30,1
71,26,63,20,1
71,26,36,14,1
71,26,63,19,1
78,38,75,31,1
71,26,62,27,1
71,26,62,26,1
71,26,62,22,1
71,26,61,41,1
71,26,61,34,1
71,26,61,27,1
71,26,61,23,1
71,26,61,22,1
71,26,65,18,1
78,38,74,45,1
71,26,65,21,1
71,26,65,22,1
78,38,72,45,1
78,38,72,46,1
78,38,73,21,1
78,38,73,22,1
78,38,73,23,1
71,26,67,24,1
78,38,73,26,1
78,38,73,28,1
78,38,73,29,1
78,38,73,31,1
78,38,73,57,1
71,26,67,20,1
71,26,67,19,1
78,38,74,32,1
71,26,66,25,1
71,26,66,22,1
71,26,65,43,1
71,26,65,39,1
71,26,65,28,1
71,26,65,26,1
71,26,65,25,1
71,26,61,21,1
71,26,61,14,1
71,26,60,35,1
71,26,57,38,1
71,26,57,24,1
78,38,76,38,1
71,26,56,27,1
71,26,56,24,1
71,26,56,19,1
78,38,76,45,1
71,26,55,18,1
71,26,53,24,1
71,26,51,22,1
71,26,49,21,1
71,26,49,20,1
71,26,49,19,1
71,26,48,20,1
71,26,47,25,1
71,26,43,27,1
71,26,41,21,1
71,26,39,13,1
71,26,37,16,1
71,26,37,13,1
71,26,36,21,1
71,26,36,16,1
71,26,57,37,1
71,26,57,41,1
71,26,60,34,1
78,38,76,32,1
78,38,75,41,1
78,38,75,44,1
78,38,75,47,1
78,38,75,54,1
71,26,60,21,1
78,38,75,55,1
71,26,60,17,1
71,26,60,14,1
71,26,59,38,1
78,38,76,21,1
71,26,59,26,1
71,26,59,19,1
71,26,59,18,1
71,26,59,17,1
71,26,59,16,1
71,26,58,26,1
71,26,58,25,1
78,38,76,29,1
71,26,58,17,1
71,26,58,16,1
71,26,57,42,1
71,25,76,34,1
71,25,76,33,1
71,25,76,30,1
78,43,75,32,1
71,25,69,20,1
71,25,68,45,1
78,43,72,41,1
78,43,72,45,1
78,43,73,39,1
78,43,74,33,1
78,43,74,34,1
78,43,74,39,1
78,43,74,46,1
78,43,74,47,1
71,25,67,30,1
78,38,96,24,1
78,43,75,35,1
71,25,67,26,1
78,43,75,36,1
78,43,75,37,1
78,43,75,44,1
78,43,75,50,1
78,43,75,51,1
78,43,76,37,1
78,43,76,39,1
78,43,76,40,1
78,43,72,37,1
78,43,66,40,1
78,43,64,43,1
78,43,63,41,1
71,25,70,35,1
78,42,77,34,1
78,42,77,41,1
78,42,77,43,1
78,42,78,38,1
78,42,78,43,1
78,42,79,35,1
78,42,79,38,1
78,42,80,35,1
78,42,80,42,1
78,42,85,44,1
78,42,91,46,1
78,42,93,45,1
71,25,69,41,1
71,25,69,28,1
78,42,112,36,1
78,43,18,81,1
78,43,55,41,1
78,43,57,17,1
78,43,58,37,1
78,43,63,39,1
71,25,66,23,1
78,43,76,42,1
78,43,76,46,1
78,48,12,40,1
71,25,63,47,1
71,25,63,46,1
71,25,63,45,1
71,25,63,29,1
71,25,63,28,1
78,48,81,51,1
78,49,79,54,1
78,49,81,53,1
78,51,68,22,1
71,25,63,25,1
71,25,63,22,1
78,51,75,52,1
71,25,63,20,1
78,51,79,54,1
78,51,79,59,1
78,52,65,60,1
71,25,62,46,1
78,52,78,56,1
78,52,79,47,1
78,53,32,22,1
71,25,62,40,1
78,48,56,50,1
78,43,99,55,1
78,43,76,47,1
71,25,64,18,1
78,43,76,52,1
71,25,66,17,1
71,25,65,41,1
71,25,65,28,1
71,25,65,27,1
78,43,77,27,1
71,25,65,21,1
71,25,65,20,1
78,43,78,34,1
78,43,78,42,1
78,43,79,39,1
71,25,64,46,1
71,25,64,43,1
71,25,64,39,1
71,25,64,28,1
78,43,80,35,1
78,43,80,36,1
78,43,82,36,1
78,43,82,40,1
78,43,82,45,1
78,43,83,37,1
78,42,76,40,1
78,42,75,51,1
78,42,75,49,1
78,39,83,39,1
78,40,12,40,1
78,40,37,21,1
78,40,57,39,1
71,25,74,30,1
78,40,60,56,1
71,25,74,26,1
78,40,62,40,1
78,40,63,54,1
78,40,65,41,1
78,40,66,28,1
78,40,71,35,1
78,40,72,39,1
71,25,73,41,1
71,25,73,37,1
78,40,72,45,1
78,40,73,36,1
78,40,74,36,1
71,25,73,33,1
78,40,75,33,1
71,25,73,31,1
78,40,75,46,1
78,39,85,43,1
78,39,82,39,1
78,40,76,39,1
78,39,82,38,1
78,38,97,55,1
78,38,97,62,1
71,25,76,26,1
78,38,99,32,1
78,38,99,56,1
78,39,71,35,1
78,39,74,37,1
78,39,75,35,1
71,25,75,36,1
71,25,75,34,1
71,25,75,33,1
71,25,75,32,1
71,25,75,31,1
78,39,76,36,1
78,39,76,37,1
78,39,77,21,1
78,39,78,23,1
71,25,75,27,1
78,39,78,38,1
78,39,79,37,1
78,39,81,45,1
78,40,76,35,1
78,40,77,22,1
78,42,75,35,1
78,41,75,34,1
78,41,76,44,1
78,41,77,40,1
71,25,72,20,1
78,41,78,35,1
71,25,71,45,1
71,25,71,41,1
78,41,78,37,1
78,41,78,38,1
78,41,78,43,1
71,25,71,35,1
78,41,79,36,1
78,41,80,37,1
78,41,82,36,1
78,41,83,45,1
78,41,85,26,1
78,41,91,44,1
78,41,98,58,1
78,42,74,36,1
78,42,74,37,1
78,42,74,40,1
78,42,75,26,1
78,41,75,35,1
78,41,73,33,1
78,40,77,32,1
78,41,72,36,1
78,40,77,37,1
78,40,77,42,1
78,40,78,34,1
78,40,78,36,1
78,40,78,37,1
71,25,72,57,1
78,40,79,35,1
78,40,79,37,1
78,40,79,54,1
71,25,72,34,1
78,40,80,36,1
78,40,80,39,1
78,40,81,37,1
78,40,81,39,1
78,40,82,45,1
78,40,84,37,1
78,40,84,45,1
78,41,43,26,1
78,41,65,38,1
78,41,66,46,1
78,41,68,23,1
79,23,60,21,1
79,23,60,43,1
78,38,72,35,1
71,22,48,22,1
71,22,54,18,1
71,22,53,24,1
71,22,53,23,1
71,22,53,19,1
71,22,52,51,1
71,22,52,23,1
79,25,26,33,1
71,22,50,52,1
71,22,49,20,1
71,22,49,17,1
71,22,48,21,1
71,22,59,25,1
71,22,47,23,1
79,25,30,29,1
71,22,46,24,1
71,22,46,21,1
71,22,46,20,1
79,25,33,13,1
71,22,46,18,1
71,22,45,21,1
71,22,43,27,1
71,22,43,22,1
79,25,19,34,1
79,25,12,40,1
79,24,127,38,1
71,22,55,42,1
79,24,112,34,1
71,22,59,18,1
71,22,59,17,1
71,22,59,15,1
71,22,58,39,1
71,22,58,27,1
71,22,58,25,1
71,22,58,23,1
71,22,58,22,1
71,22,58,18,1
79,24,113,32,1
71,22,58,15,1
71,22,57,26,1
71,22,57,24,1
