SLONCOL,SLATCOL,ELONCOL,ELATCOL,VehicleNum
39,20,56,35,2
76,33,74,29,2
76,33,74,31,2
39,20,55,20,2
39,20,55,19,2
76,33,74,33,2
76,33,74,37,2
39,20,51,20,2
39,20,48,33,2
39,20,47,20,2
102,27,97,24,2
76,33,71,36,2
34,14,35,21,2
29,26,26,28,2
76,33,68,25,2
39,21,31,15,2
39,21,29,28,2
21,26,30,26,2
39,21,28,25,2
29,26,28,30,2
34,14,28,27,2
29,26,28,27,2
29,26,28,24,2
34,14,30,26,2
29,26,27,27,2
39,21,23,39,2
79,29,89,25,2
87,26,73,21,2
76,33,63,19,2
34,14,32,22,2
34,14,32,23,2
34,14,32,24,2
34,14,33,10,2
34,14,33,11,2
79,29,84,26,2
34,14,33,23,2
39,20,73,21,2
34,14,34,10,2
79,29,83,38,2
29,26,26,30,2
34,14,35,14,2
21,27,21,38,2
34,14,35,18,2
29,26,26,29,2
102,61,101,57,2
102,61,102,57,2
34,9,60,34,2
102,64,98,67,2
76,28,59,23,2
39,25,23,28,2
29,27,20,30,2
29,27,20,28,2
102,64,99,67,2
19,41,22,36,2
19,41,22,41,2
34,10,54,20,2
76,28,60,18,2
79,36,57,37,2
34,10,56,36,2
19,41,24,30,2
76,28,61,22,2
79,36,56,37,2
102,64,98,66,2
102,64,100,62,2
76,28,63,17,2
76,28,63,19,2
76,28,63,20,2
76,28,63,22,2
76,28,64,19,2
76,28,64,20,2
19,41,26,30,2
19,41,27,28,2
34,10,61,20,2
39,24,59,23,2
29,27,18,34,2
76,28,67,19,2
34,10,68,21,2
76,28,67,20,2
19,41,18,38,2
34,10,47,20,2
39,24,55,21,2
19,40,29,28,2
19,40,23,48,2
102,64,103,63,2
76,28,48,21,2
19,40,25,31,2
19,40,26,30,2
19,40,26,31,2
102,64,103,59,2
19,40,26,33,2
19,40,27,30,2
79,36,61,39,2
79,36,61,25,2
102,64,103,58,2
102,64,102,65,2
19,40,28,32,2
19,40,30,26,2
102,64,100,65,2
19,40,31,26,2
76,28,56,19,2
102,64,102,58,2
19,40,39,13,2
102,64,101,67,2
102,64,101,66,2
102,64,101,60,2
39,25,29,26,2
29,27,20,35,2
19,41,13,50,2
102,64,100,69,2
34,10,43,22,2
34,10,44,19,2
34,10,44,21,2
39,24,55,42,2
86,42,73,31,2
39,22,70,26,2
29,26,71,21,2
34,11,32,21,2
34,11,33,10,2
39,24,38,22,2
86,42,82,39,2
76,28,72,26,2
34,11,33,18,2
76,28,72,31,2
102,64,96,68,2
34,11,33,19,2
34,11,34,16,2
34,11,34,18,2
34,11,35,17,2
29,26,71,22,2
39,24,36,23,2
102,64,96,67,2
34,11,32,17,2
76,28,73,30,2
39,24,35,21,2
34,11,36,10,2
34,11,36,15,2
102,64,96,57,2
34,11,36,17,2
34,11,36,18,2
79,35,78,34,2
39,24,34,12,2
79,35,78,33,2
34,11,37,11,2
19,53,31,24,2
39,24,33,20,2
39,24,33,19,2
34,11,32,19,2
39,24,38,23,2
76,28,68,20,2
86,42,76,40,2
76,28,68,23,2
76,28,68,25,2
76,28,69,21,2
76,28,69,23,2
39,24,45,20,2
76,28,70,21,2
19,41,29,26,2
76,28,70,24,2
39,24,43,28,2
86,42,75,35,2
102,64,98,55,2
76,28,70,27,2
39,24,42,27,2
39,24,42,26,2
86,42,76,44,2
86,42,81,39,2
79,35,84,36,2
39,24,41,27,2
39,24,41,25,2
39,24,40,24,2
39,24,40,23,2
34,11,28,11,2
86,42,79,38,2
76,28,71,27,2
76,28,71,28,2
39,24,39,25,2
39,24,39,20,2
102,64,97,58,2
34,11,30,26,2
34,11,31,7,2
29,27,21,29,2
39,25,34,14,2
102,64,103,66,2
39,25,43,25,2
34,10,27,8,2
34,10,27,10,2
29,27,25,34,2
29,27,25,28,2
76,27,80,35,2
29,27,25,26,2
19,37,18,35,2
102,65,99,58,2
76,27,81,24,2
86,35,86,42,2
39,25,45,25,2
39,25,45,20,2
39,25,44,19,2
102,65,98,63,2
79,36,72,38,2
79,36,73,21,2
39,25,43,21,2
29,27,24,29,2
19,37,21,36,2
76,27,84,26,2
76,27,84,27,2
29,27,24,25,2
79,36,72,37,2
39,25,41,29,2
39,25,41,28,2
39,25,41,26,2
39,25,41,24,2
39,25,40,31,2
34,10,28,6,2
34,10,28,7,2
29,27,26,31,2
76,27,79,30,2
19,40,22,41,2
39,25,74,19,2
39,26,39,24,2
39,26,39,23,2
39,26,36,23,2
19,35,22,41,2
34,9,62,20,2
79,36,75,31,2
39,26,34,21,2
76,27,75,34,2
34,9,64,16,2
76,27,76,35,2
34,9,70,21,2
102,66,106,62,2
34,9,74,21,2
79,36,74,30,2
79,36,74,29,2
39,25,58,17,2
76,27,77,21,2
102,66,102,61,2
79,36,74,22,2
29,27,27,32,2
76,27,77,34,2
34,10,11,40,2
29,27,27,23,2
79,36,73,39,2
79,36,73,33,2
76,27,78,26,2
76,27,78,27,2
76,27,78,38,2
79,36,73,27,2
29,27,26,33,2
34,10,28,8,2
34,10,28,11,2
39,25,40,24,2
29,27,21,36,2
29,27,22,30,2
102,64,106,61,2
29,27,21,40,2
34,10,34,9,2
34,10,34,18,2
34,10,34,19,2
34,10,34,20,2
34,10,35,11,2
34,10,35,19,2
39,25,35,22,2
29,27,21,38,2
34,10,35,23,2
34,10,36,18,2
79,36,66,21,2
39,25,35,19,2
39,25,40,21,2
34,10,37,9,2
34,10,37,10,2
102,64,105,64,2
34,10,37,11,2
79,36,65,17,2
79,36,65,16,2
34,10,37,21,2
29,27,21,30,2
34,10,38,10,2
76,28,37,21,2
102,64,104,65,2
19,40,21,40,2
34,10,38,12,2
102,64,104,59,2
29,27,22,31,2
19,40,13,48,2
29,27,22,34,2
102,64,107,67,2
76,27,85,27,2
19,37,25,33,2
34,10,28,26,2
29,27,23,35,2
76,27,86,42,2
19,37,31,24,2
29,27,23,29,2
76,27,89,43,2
79,36,72,22,2
39,25,38,24,2
39,25,38,23,2
102,64,113,60,2
39,25,38,22,2
102,64,111,70,2
76,27,98,24,2
29,27,22,42,2
102,64,111,62,2
79,36,71,41,2
29,27,22,37,2
79,36,71,37,2
79,36,71,36,2
76,28,11,40,2
34,10,31,18,2
34,10,32,10,2
79,36,71,26,2
34,10,32,17,2
79,36,71,25,2
39,25,36,22,2
102,64,108,62,2
39,24,32,24,2
79,35,78,28,2
39,24,32,23,2
102,62,99,58,2
102,62,101,57,2
34,12,40,25,2
19,72,19,61,2
39,23,37,12,2
39,23,36,42,2
29,26,55,36,2
39,23,36,28,2
39,23,36,25,2
76,29,59,24,2
102,62,100,61,2
76,29,60,19,2
102,62,100,58,2
79,34,77,36,2
19,72,30,24,2
79,34,76,33,2
76,29,58,26,2
39,23,34,17,2
39,23,34,10,2
102,62,99,57,2
79,34,76,29,2
102,62,97,62,2
39,23,32,30,2
102,62,97,57,2
76,29,63,21,2
39,23,32,17,2
39,23,32,15,2
76,29,63,22,2
102,62,96,63,2
39,23,32,7,2
76,29,63,23,2
39,23,37,15,2
34,12,40,17,2
34,12,37,17,2
39,23,40,26,2
34,12,37,22,2
39,23,42,28,2
76,29,53,23,2
102,62,106,57,2
39,23,42,21,2
102,62,105,60,2
102,62,105,59,2
102,62,104,67,2
102,62,104,65,2
34,12,38,23,2
39,23,41,26,2
39,23,41,23,2
39,23,40,29,2
39,23,40,28,2
102,62,103,65,2
102,62,101,59,2
39,23,40,18,2
102,62,103,59,2
79,34,78,38,2
79,34,78,37,2
19,72,15,50,2
39,23,39,17,2
39,23,39,16,2
102,62,101,67,2
39,23,38,25,2
76,29,57,21,2
39,23,38,23,2
34,12,40,16,2
76,29,57,24,2
19,72,17,73,2
39,23,31,26,2
39,23,31,24,2
102,62,96,56,2
20,28,26,31,2
39,23,26,27,2
39,23,26,26,2
39,23,26,25,2
34,12,58,21,2
20,28,26,26,2
39,23,25,30,2
39,23,25,27,2
76,29,68,21,2
39,23,24,28,2
20,28,26,30,2
39,23,23,29,2
76,29,68,25,2
39,23,22,29,2
39,23,21,31,2
102,61,103,67,2
79,34,73,37,2
102,61,103,65,2
34,12,59,23,2
20,28,28,26,2
20,28,29,26,2
76,29,71,35,2
20,28,30,24,2
20,28,31,24,2
76,29,72,23,2
39,22,73,22,2
20,28,32,26,2
76,29,72,25,2
102,61,102,60,2
76,29,72,26,2
76,29,72,28,2
20,28,25,30,2
39,23,26,29,2
20,28,25,28,2
76,29,67,23,2
102,62,95,61,2
34,12,46,25,2
39,23,31,17,2
29,26,46,25,2
20,27,21,29,2
79,31,79,30,2
79,31,79,29,2
20,27,56,36,2
39,23,30,26,2
34,12,55,36,2
76,29,64,20,2
76,29,64,27,2
34,12,56,24,2
20,28,19,29,2
76,29,65,22,2
20,28,19,34,2
102,61,106,64,2
20,28,21,29,2
76,29,66,20,2
102,61,105,66,2
20,28,23,28,2
39,23,27,28,2
20,28,24,25,2
39,23,27,26,2
76,29,67,20,2
34,12,56,37,2
76,29,67,21,2
79,31,78,28,2
102,61,104,63,2
102,62,106,60,2
102,62,106,61,2
39,24,32,16,2
76,28,78,32,2
86,42,88,43,2
86,42,89,45,2
102,63,108,64,2
39,23,74,19,2
19,64,18,63,2
79,35,74,20,2
102,63,106,64,2
39,23,72,25,2
39,23,72,21,2
76,28,77,28,2
19,64,19,62,2
76,28,78,21,2
76,28,78,23,2
76,28,78,25,2
19,64,19,67,2
76,28,76,32,2
102,63,106,63,2
19,64,19,72,2
39,23,64,20,2
39,23,64,16,2
39,23,63,27,2
76,28,78,38,2
39,23,63,19,2
34,12,21,27,2
76,28,79,25,2
102,63,105,61,2
39,23,62,19,2
86,42,91,46,2
79,35,73,36,2
102,63,103,65,2
79,35,74,36,2
29,26,63,16,2
102,62,106,66,2
34,11,40,21,2
39,24,31,18,2
102,64,94,61,2
102,64,94,60,2
39,24,29,31,2
76,28,74,29,2
76,28,74,34,2
34,11,38,21,2
76,28,74,35,2
79,35,77,35,2
34,11,38,24,2
34,11,38,25,2
86,42,85,42,2
34,11,39,23,2
79,35,77,31,2
79,35,76,44,2
76,28,76,30,2
39,24,23,27,2
79,35,76,42,2
39,24,22,30,2
79,35,76,37,2
39,24,12,40,2
76,28,75,33,2
34,11,54,19,2
34,11,54,20,2
29,26,63,19,2
76,28,76,20,2
29,26,63,18,2
34,11,60,24,2
79,35,75,25,2
39,23,79,23,2
39,23,60,34,2
29,26,60,21,2
39,23,60,24,2
102,62,117,58,2
102,63,97,55,2
34,12,34,17,2
34,12,34,22,2
102,63,95,63,2
39,23,46,20,2
102,63,95,62,2
102,63,95,57,2
102,63,94,61,2
29,26,58,24,2
39,23,44,22,2
19,70,24,69,2
34,12,35,9,2
39,23,43,31,2
34,12,35,22,2
34,12,36,10,2
19,65,19,64,2
39,23,43,27,2
102,62,110,62,2
79,34,84,36,2
34,12,36,19,2
79,34,83,36,2
34,12,36,22,2
102,62,108,65,2
39,23,43,19,2
19,71,15,61,2
29,26,57,17,2
19,71,16,63,2
19,71,17,63,2
79,34,81,37,2
102,62,107,64,2
19,69,18,63,2
34,12,33,20,2
34,12,33,16,2
34,12,33,15,2
76,28,80,23,2
102,63,102,67,2
39,23,59,25,2
76,28,80,39,2
39,23,59,18,2
76,28,81,21,2
39,23,58,37,2
102,63,101,60,2
39,23,58,18,2
39,23,57,39,2
102,63,100,63,2
39,23,57,25,2
34,12,29,13,2
19,67,19,72,2
39,23,57,18,2
76,28,83,36,2
39,23,56,17,2
39,23,55,43,2
34,12,31,20,2
76,28,85,27,2
76,28,86,27,2
102,63,99,60,2
34,12,32,8,2
76,28,96,24,2
76,28,97,23,2
39,23,53,20,2
34,12,32,18,2
34,12,32,19,2
39,23,49,21,2
91,46,92,45,2
91,46,93,44,2
79,40,73,32,2
36,15,33,18,2
36,15,35,22,2
36,15,35,19,2
36,15,35,16,2
97,58,98,56,2
35,16,23,27,2
96,24,97,22,2
97,58,97,57,2
78,22,79,21,2
36,15,35,13,2
36,15,34,20,2
36,15,34,18,2
36,15,34,16,2
36,15,34,15,2
36,15,34,9,2
78,22,79,30,2
26,25,23,30,2
26,25,25,25,2
26,25,25,26,2
97,58,96,61,2
78,22,79,31,2
78,22,79,36,2
35,16,24,29,2
78,22,79,39,2
36,15,32,9,2
35,16,25,31,2
36,15,31,25,2
36,15,31,18,2
27,27,27,32,2
27,27,27,31,2
27,27,27,23,2
26,25,23,35,2
35,16,21,38,2
96,24,101,33,2
78,36,76,44,2
97,58,102,64,2
36,15,62,20,2
26,25,12,40,2
78,22,74,34,2
78,22,75,26,2
97,58,101,62,2
27,27,39,13,2
96,24,83,25,2
97,58,99,62,2
78,22,76,37,2
26,25,20,32,2
36,15,43,21,2
96,24,84,27,2
96,24,86,27,2
36,15,40,21,2
26,25,23,27,2
78,22,77,29,2
78,22,77,31,2
96,24,89,25,2
36,15,39,20,2
78,36,76,40,2
78,22,77,40,2
36,15,38,15,2
36,15,38,13,2
36,15,37,22,2
36,15,37,18,2
36,15,37,13,2
36,15,37,10,2
78,22,78,30,2
97,58,98,61,2
36,15,29,26,2
78,22,80,29,2
27,27,19,29,2
97,57,104,60,2
97,57,106,62,2
27,27,23,30,2
36,14,60,16,2
27,27,22,35,2
97,57,106,61,2
97,57,105,64,2
27,27,22,30,2
97,57,105,61,2
97,57,105,60,2
97,57,105,54,2
97,57,104,63,2
78,22,100,26,2
35,16,27,25,2
36,14,55,20,2
35,16,27,26,2
97,57,107,63,2
35,16,27,28,2
35,16,27,29,2
78,22,102,27,2
97,57,103,63,2
97,57,103,62,2
97,57,103,60,2
78,36,75,38,2
26,26,21,27,2
26,26,21,38,2
97,57,102,60,2
97,57,102,59,2
78,36,75,37,2
78,22,103,32,2
35,16,28,25,2
36,14,61,20,2
96,24,106,32,2
36,15,28,26,2
27,27,24,33,2
26,25,26,30,2
27,27,26,23,2
27,27,25,33,2
36,15,27,26,2
27,27,25,31,2
26,25,28,27,2
26,25,28,29,2
27,27,25,30,2
78,22,82,22,2
26,25,29,26,2
78,22,82,24,2
26,25,30,26,2
78,22,83,25,2
26,25,30,27,2
36,14,76,21,2
78,22,88,24,2
36,14,75,20,2
27,27,24,30,2
78,22,84,25,2
96,24,105,32,2
78,36,76,28,2
78,22,84,35,2
36,14,73,20,2
27,27,24,28,2
26,25,31,25,2
78,22,86,25,2
26,25,32,28,2
97,57,108,55,2
78,22,87,25,2
27,27,24,27,2
78,22,74,28,2
36,15,72,22,2
96,24,79,28,2
35,15,60,24,2
36,16,46,25,2
78,36,80,36,2
97,61,106,63,2
78,22,59,23,2
97,61,106,62,2
78,36,80,35,2
36,16,45,21,2
36,16,44,25,2
27,28,22,26,2
27,28,21,38,2
36,16,44,19,2
36,16,43,27,2
36,16,43,23,2
97,61,102,60,2
97,61,100,64,2
78,36,80,38,2
36,16,41,24,2
78,22,61,23,2
36,16,41,17,2
78,22,61,26,2
97,61,100,63,2
27,28,21,28,2
36,16,40,27,2
96,24,75,22,2
36,16,40,17,2
36,16,40,16,2
35,15,61,19,2
78,22,62,19,2
36,16,39,22,2
36,16,39,21,2
27,28,22,27,2
36,16,47,18,2
96,24,79,24,2
78,22,56,24,2
96,24,73,22,2
97,62,96,67,2
36,16,56,37,2
27,28,23,27,2
36,16,56,17,2
36,16,55,20,2
78,36,82,40,2
78,36,82,38,2
96,24,74,20,2
27,28,22,31,2
36,16,54,20,2
78,22,56,20,2
27,28,22,30,2
25,34,29,28,2
78,36,81,37,2
35,15,59,18,2
78,22,57,20,2
36,16,52,23,2
97,62,94,61,2
27,28,22,29,2
78,36,81,35,2
78,22,58,16,2
25,34,32,26,2
36,16,49,17,2
78,36,80,40,2
36,16,48,18,2
96,24,74,21,2
36,16,47,25,2
78,22,58,26,2
78,22,58,38,2
78,22,62,20,2
35,15,61,20,2
35,15,61,26,2
78,36,78,43,2
78,22,68,22,2
36,16,30,28,2
78,22,68,25,2
36,16,30,25,2
78,22,69,20,2
36,16,29,27,2
78,36,79,26,2
96,24,76,25,2
36,16,28,26,2
27,28,16,34,2
36,16,28,23,2
36,16,28,12,2
36,16,28,11,2
78,22,71,24,2
36,16,27,27,2
36,16,38,23,2
96,24,77,21,2
36,16,27,25,2
96,24,77,22,2
35,15,68,21,2
36,16,27,11,2
35,15,71,21,2
78,36,77,42,2
36,16,25,30,2
78,22,72,26,2
35,15,73,22,2
96,24,78,29,2
35,15,74,19,2
36,16,13,37,2
78,22,73,36,2
97,61,97,55,2
36,16,31,22,2
27,28,19,34,2
36,16,31,25,2
25,69,21,70,2
36,16,38,18,2
97,61,99,60,2
78,22,63,19,2
97,61,99,59,2
36,16,37,28,2
78,36,79,37,2
78,36,79,35,2
36,16,37,9,2
27,28,20,27,2
35,15,63,17,2
36,16,36,21,2
36,16,36,20,2
78,22,64,17,2
35,15,63,19,2
36,16,35,14,2
78,22,64,19,2
36,16,35,11,2
35,15,63,20,2
78,22,64,21,2
36,16,33,21,2
36,16,33,10,2
78,36,79,29,2
36,16,32,20,2
36,16,32,18,2
36,16,32,13,2
78,22,67,19,2
36,16,32,8,2
78,22,67,21,2
27,27,19,34,2
78,22,103,33,2
36,11,34,15,2
36,12,39,17,2
35,16,45,25,2
36,13,11,40,2
78,23,73,32,2
78,23,73,36,2
78,23,73,38,2
36,12,62,20,2
35,16,46,25,2
97,56,102,63,2
78,23,74,30,2
36,12,59,18,2
35,16,47,20,2
78,23,74,34,2
78,23,74,36,2
26,27,32,17,2
36,12,38,13,2
97,56,103,61,2
26,27,32,26,2
78,23,75,31,2
26,27,32,27,2
26,27,32,28,2
36,12,37,12,2
36,12,36,9,2
36,12,35,14,2
36,12,35,12,2
36,12,34,21,2
36,12,34,19,2
78,23,76,28,2
36,12,34,14,2
78,23,76,32,2
36,12,33,13,2
78,23,73,24,2
36,13,32,7,2
27,26,55,19,2
36,13,37,11,2
78,23,65,20,2
78,23,66,20,2
78,36,68,21,2
35,16,41,30,2
78,23,67,19,2
26,27,28,30,2
35,16,42,21,2
78,23,67,29,2
35,16,42,28,2
78,23,68,23,2
26,27,29,28,2
26,27,29,29,2
26,27,29,30,2
97,56,106,63,2
36,13,36,18,2
36,13,32,8,2
35,16,43,23,2
36,13,35,11,2
97,56,105,61,2
78,23,71,23,2
35,16,43,27,2
36,13,34,18,2
36,13,34,16,2
36,13,34,15,2
36,13,34,12,2
35,16,44,19,2
36,13,33,13,2
36,13,33,9,2
78,36,63,48,2
26,27,30,30,2
35,16,48,18,2
36,12,32,21,2
26,26,23,27,2
36,11,37,21,2
26,27,37,17,2
97,56,99,55,2
35,16,56,19,2
36,11,43,20,2
36,11,41,30,2
26,27,37,23,2
35,16,56,35,2
78,23,82,38,2
97,56,98,61,2
97,56,98,59,2
97,56,98,58,2
26,27,39,23,2
36,11,39,20,2
78,23,84,25,2
36,11,37,17,2
36,11,47,20,2
36,11,37,9,2
36,11,36,14,2
35,16,57,26,2
36,11,36,12,2
36,11,36,9,2
78,23,85,35,2
35,16,57,36,2
36,11,35,18,2
78,23,86,27,2
35,16,58,17,2
97,56,95,63,2
36,11,35,9,2
97,56,95,62,2
36,11,34,19,2
35,16,56,18,2
35,16,56,17,2
36,12,32,9,2
26,27,34,19,2
78,23,77,27,2
78,23,77,28,2
97,56,100,60,2
78,23,77,31,2
97,56,100,58,2
78,23,77,36,2
78,36,58,39,2
78,23,78,37,2
78,23,79,21,2
78,23,79,22,2
36,11,61,23,2
36,11,61,21,2
26,27,34,18,2
36,11,61,19,2
26,27,34,28,2
36,11,48,18,2
78,36,57,37,2
26,27,35,17,2
35,16,55,21,2
78,23,80,25,2
97,56,99,58,2
26,27,36,21,2
36,11,56,36,2
97,56,99,57,2
36,11,56,20,2
97,56,99,56,2
35,16,55,42,2
26,27,37,16,2
36,11,54,19,2
78,23,81,23,2
78,23,65,19,2
78,36,68,23,2
35,16,40,30,2
35,16,35,9,2
35,16,33,9,2
97,57,100,62,2
96,25,99,26,2
26,26,28,27,2
78,36,74,21,2
35,16,33,21,2
26,26,30,26,2
78,36,74,20,2
78,23,32,7,2
36,14,39,20,2
35,16,34,15,2
27,26,68,25,2
26,26,30,30,2
78,23,34,16,2
36,14,38,20,2
96,25,98,25,2
35,16,35,11,2
78,36,73,28,2
78,36,73,27,2
27,26,64,16,2
35,16,35,29,2
26,26,33,20,2
26,26,34,13,2
35,16,36,9,2
35,16,36,10,2
35,16,36,14,2
97,57,98,62,2
36,14,37,15,2
97,57,97,61,2
36,14,37,11,2
96,25,99,24,2
35,16,32,26,2
78,23,64,17,2
78,36,74,40,2
27,27,18,35,2
26,26,23,29,2
78,36,75,32,2
26,26,24,25,2
26,26,24,26,2
78,36,75,23,2
35,16,30,13,2
35,16,30,14,2
78,22,106,32,2
35,16,30,24,2
35,16,30,26,2
35,16,30,27,2
36,14,47,20,2
96,25,97,25,2
26,26,25,26,2
26,26,27,31,2
35,16,31,23,2
97,57,101,59,2
78,22,113,33,2
36,14,44,26,2
27,27,13,51,2
35,16,31,28,2
26,26,25,31,2
27,27,12,40,2
35,16,32,18,2
35,16,32,22,2
26,26,26,25,2
78,36,74,35,2
97,57,101,53,2
26,26,27,25,2
78,36,72,36,2
36,14,36,19,2
97,57,97,58,2
78,23,60,18,2
78,36,71,27,2
36,14,32,19,2
35,16,39,17,2
36,14,32,15,2
36,14,32,10,2
36,14,32,9,2
26,27,24,25,2
26,27,24,27,2
26,27,24,33,2
78,23,59,24,2
36,14,29,13,2
26,27,25,27,2
78,23,59,36,2
26,27,25,29,2
78,23,60,20,2
36,14,36,17,2
78,23,60,23,2
36,14,11,40,2
78,23,61,20,2
26,27,25,33,2
78,23,61,23,2
78,23,62,18,2
78,23,62,19,2
36,13,65,18,2
26,27,27,28,2
78,23,62,39,2
78,23,63,20,2
35,16,40,24,2
35,16,40,26,2
78,23,64,16,2
97,57,92,58,2
97,57,93,58,2
26,27,22,27,2
78,23,58,25,2
35,16,37,13,2
35,16,37,14,2
97,57,97,51,2
78,23,52,20,2
97,57,96,67,2
36,14,35,21,2
78,36,72,25,2
97,57,95,63,2
35,16,37,23,2
36,14,35,12,2
36,14,35,11,2
36,14,35,10,2
35,16,38,10,2
35,16,38,12,2
36,14,34,16,2
36,14,34,14,2
35,16,38,18,2
36,14,34,11,2
26,27,20,28,2
97,57,94,57,2
26,27,21,28,2
26,27,21,30,2
35,16,38,22,2
26,27,21,38,2
36,14,33,20,2
36,14,33,19,2
97,57,94,45,2
97,57,93,59,2
36,14,33,16,2
27,28,24,27,2
27,28,24,28,2
25,34,25,30,2
98,24,77,25,2
36,18,48,20,2
98,24,79,25,2
36,18,48,18,2
98,24,79,24,2
78,37,74,30,2
27,29,26,28,2
36,18,44,21,2
36,18,43,22,2
36,18,43,19,2
77,42,79,40,2
25,30,36,21,2
98,24,78,23,2
77,42,79,51,2
98,24,78,22,2
36,18,41,21,2
35,14,49,21,2
78,37,74,23,2
35,14,58,16,2
36,18,41,20,2
35,14,58,39,2
36,18,40,30,2
77,42,80,40,2
98,24,76,28,2
35,14,59,16,2
27,29,26,23,2
35,14,60,19,2
36,18,40,22,2
36,18,40,20,2
77,42,81,39,2
78,37,73,46,2
98,24,79,26,2
36,18,49,17,2
36,18,39,21,2
25,30,28,31,2
27,29,26,34,2
25,30,26,27,2
36,18,61,23,2
36,18,60,24,2
77,42,76,42,2
77,42,76,44,2
25,30,26,29,2
27,29,26,31,2
98,24,86,27,2
36,18,59,17,2
25,30,27,27,2
25,30,27,31,2
36,18,58,41,2
25,30,28,26,2
35,14,45,20,2
25,30,31,24,2
25,30,29,25,2
36,18,57,18,2
98,24,83,37,2
35,14,45,21,2
25,30,29,28,2
36,18,56,36,2
35,14,45,25,2
78,37,74,39,2
98,24,80,24,2
36,18,55,21,2
36,18,55,19,2
36,18,54,18,2
77,42,77,41,2
98,24,80,23,2
98,24,75,21,2
78,37,73,40,2
36,16,57,26,2
35,15,27,10,2
77,43,72,40,2
25,31,20,34,2
36,18,33,11,2
78,37,71,40,2
25,31,21,29,2
36,18,32,16,2
36,18,32,15,2
25,31,21,38,2
35,15,22,30,2
36,18,31,24,2
25,31,22,34,2
25,31,22,37,2
35,15,25,25,2
78,37,70,43,2
36,18,30,16,2
36,18,33,17,2
27,29,23,28,2
77,43,76,42,2
25,31,22,45,2
25,31,22,47,2
25,31,22,48,2
36,18,28,29,2
95,63,96,55,2
77,43,77,42,2
77,43,78,38,2
77,43,78,40,2
25,31,23,31,2
27,29,22,46,2
35,15,28,11,2
35,15,28,12,2
78,37,71,45,2
27,29,23,35,2
78,37,73,39,2
78,37,72,45,2
27,29,25,28,2
78,37,73,34,2
35,14,61,27,2
78,37,73,28,2
77,42,82,45,2
36,18,37,15,2
36,18,37,12,2
36,18,37,11,2
77,42,83,45,2
36,18,36,21,2
36,18,36,13,2
35,14,68,28,2
25,31,17,40,2
35,14,72,22,2
98,24,69,22,2
36,18,33,21,2
36,18,35,11,2
35,14,74,20,2
35,14,76,21,2
27,29,24,28,2
98,24,67,19,2
78,37,72,37,2
98,24,65,19,2
98,24,63,20,2
36,18,34,23,2
27,29,24,26,2
35,15,11,40,2
36,18,34,15,2
36,18,34,12,2
25,31,20,28,2
25,30,26,25,2
77,42,75,51,2
25,30,25,34,2
98,25,80,22,2
95,62,104,61,2
98,25,98,24,2
77,41,78,37,2
36,19,45,21,2
36,19,45,20,2
35,14,29,27,2
25,29,25,31,2
27,29,30,29,2
77,41,80,37,2
35,14,30,15,2
77,41,81,36,2
36,19,40,30,2
78,37,76,51,2
36,19,40,20,2
78,37,76,48,2
98,25,99,24,2
36,19,39,31,2
78,37,76,43,2
77,41,83,45,2
25,29,28,26,2
35,14,32,21,2
35,14,33,9,2
27,29,30,25,2
36,19,38,20,2
78,37,76,28,2
27,29,29,31,2
36,19,37,25,2
35,14,33,18,2
36,19,37,21,2
27,29,29,30,2
77,41,77,37,2
95,62,102,64,2
25,30,25,28,2
78,37,78,30,2
36,20,12,40,2
35,13,65,16,2
77,40,82,38,2
95,62,98,56,2
77,40,82,45,2
77,40,84,45,2
78,37,79,31,2
25,28,63,17,2
78,37,78,41,2
98,26,97,23,2
95,62,99,59,2
78,37,78,39,2
78,37,78,33,2
98,25,114,34,2
27,29,34,15,2
27,29,31,31,2
95,62,100,60,2
95,62,100,63,2
77,41,74,34,2
77,41,74,35,2
78,37,77,38,2
78,37,77,32,2
95,62,101,63,2
36,19,56,18,2
77,41,75,38,2
77,41,75,46,2
98,25,100,33,2
98,25,100,26,2
77,41,76,40,2
95,62,102,61,2
25,29,30,26,2
27,29,29,29,2
25,29,30,27,2
36,18,75,20,2
36,19,30,25,2
98,24,101,27,2
25,30,21,34,2
77,42,72,41,2
77,42,72,46,2
78,37,75,21,2
25,30,22,28,2
25,30,22,30,2
35,14,40,30,2
35,14,41,19,2
25,30,22,49,2
77,42,74,36,2
77,42,74,37,2
27,29,27,30,2
36,18,74,20,2
98,25,64,29,2
77,42,74,41,2
77,42,75,25,2
36,18,70,25,2
27,29,27,27,2
25,30,23,35,2
98,24,96,25,2
77,42,75,34,2
25,30,24,26,2
25,30,24,29,2
36,18,64,27,2
77,42,75,40,2
36,18,64,18,2
25,30,24,32,2
36,18,62,20,2
98,24,102,32,2
25,30,20,28,2
25,30,20,27,2
25,30,19,40,2
27,29,29,26,2
35,14,34,13,2
36,19,36,17,2
35,14,34,16,2
35,14,34,18,2
27,29,28,31,2
98,24,114,34,2
35,14,35,12,2
98,24,113,33,2
77,42,61,23,2
35,14,35,20,2
36,19,35,15,2
98,24,107,32,2
77,42,63,19,2
77,42,63,41,2
35,14,36,17,2
25,30,16,35,2
77,42,64,19,2
36,19,33,20,2
36,19,33,16,2
25,30,17,34,2
35,14,37,13,2
35,14,37,17,2
25,30,18,38,2
77,42,66,46,2
36,19,32,9,2
35,14,37,22,2
